編號,成語,注音,用法說明-語義說明,近義成語,反義成語,參考詞語,主條成語／非主條成語
3703,嗜古不化,ㄕˋ　ㄍㄨˇ　ㄅㄨˋ　ㄏㄨㄚˋ　（變）　ㄕˋ　ㄍㄨˇ　ㄅㄨˊ　ㄏㄨㄚˋ,,,,,非主條成語
3704,吶喊搖旗,ㄋㄚˋ　ㄏㄢˇ　ㄧㄠˊ　ㄑㄧˊ,,,,,非主條成語
3705,明修暗度,ㄇㄧㄥˊ　ㄒㄧㄡ　ㄢˋ　ㄉㄨˋ,,,,,非主條成語
3706,昧利忘義,ㄇㄟˋ　ㄌㄧˋ　ㄨㄤˋ　ㄧˋ,,,,,非主條成語
3707,明珠掌上,ㄇㄧㄥˊ　ㄓㄨ　ㄓㄤˇ　ㄕㄤˋ,,,,,非主條成語
3708,跌而不振,ㄉㄧㄝˊ　ㄦˊ　ㄅㄨˋ　ㄓㄣˋ　（變）　ㄉㄧㄝˊ　ㄦˊ　ㄅㄨˊ　ㄓㄣˋ,,,,,非主條成語
3709,嘔出心肝,ㄡˇ　ㄔㄨ　ㄒㄧㄣ　ㄍㄢ,,,,,非主條成語
3710,眼無人,ㄧㄢˇ　ㄨˊ　ㄖㄣˊ,,,,,非主條成語
3711,眼不識丁,ㄧㄢˇ　ㄅㄨˋ　ㄕˋ　ㄉㄧㄥ　（變）　ㄧㄢˇ　ㄅㄨˊ　ㄕˋ　ㄉㄧㄥ,,,,,非主條成語
3712,唱高和寡,ㄔㄤˋ　ㄍㄠ　ㄏㄜˋ　ㄍㄨㄚˇ,,,,,非主條成語
3713,眼空宇宙,ㄧㄢˇ　ㄎㄨㄥ　ㄩˇ　ㄓㄡˋ,,,,,非主條成語
3714,略無忌憚,ㄌㄩㄝˋ　ㄨˊ　ㄐㄧˋ　ㄉㄢˋ,,,,,非主條成語
3715,躁動輕舉,ㄗㄠˋ　ㄉㄨㄥˋ　ㄑㄧㄥ　ㄐㄩˇ,,,,,非主條成語
3716,瞿然起敬,ㄐㄩˋ　ㄖㄢˊ　ㄑㄧˇ　ㄐㄧㄥˋ,,,,,非主條成語
3717,叩心泣血,ㄎㄡˋ　ㄒㄧㄣ　ㄑㄧˋ　ㄒㄧㄝˇ,,,,,非主條成語
3718,喚雨呼風,ㄏㄨㄢˋ　ㄩˇ　ㄏㄨ　ㄈㄥ,,,,,非主條成語
3719,照樣葫蘆,ㄓㄠˋ　ㄧㄤˋ　ㄏㄨˊ　ㄌㄨˊ,,,,,非主條成語
3720,明哲防身,ㄇㄧㄥˊ　ㄓㄜˊ　ㄈㄤˊ　ㄕㄣ,,,,,非主條成語
3721,嗣往開來,ㄙˋ　ㄨㄤˇ　ㄎㄞ　ㄌㄞˊ,,,,,非主條成語
3722,時與願違,ㄕˊ　ㄩˇ　ㄩㄢˋ　ㄨㄟˊ,,,,,非主條成語
3723,明若指掌,ㄇㄧㄥˊ　ㄖㄨㄛˋ　ㄓˇ　ㄓㄤˇ,,,,,非主條成語
3724,明知明犯,ㄇㄧㄥˊ　ㄓ　ㄇㄧㄥˊ　ㄈㄢˋ,,,,,非主條成語
3725,防禍未然,ㄈㄤˊ　ㄏㄨㄛˋ　ㄨㄟˋ　ㄖㄢˊ,,,,,非主條成語
3726,眼孔如豆,ㄧㄢˇ　ㄎㄨㄥˇ　ㄖㄨˊ　ㄉㄡˋ,,,,,非主條成語
3727,歷歷在眼,ㄌㄧˋ　ㄌㄧˋ　ㄗㄞˋ　ㄧㄢˇ,,,,,非主條成語
3728,厲色疾言,ㄌㄧˋ　ㄙㄜˋ　ㄐㄧˊ　ㄧㄢˊ,,,,,非主條成語
3729,防微慮萌,ㄈㄤˊ　ㄨㄟˊ　ㄌㄩˋ　ㄇㄥˊ,,,,,非主條成語
3730,隔靴之搔,ㄍㄜˊ　ㄒㄩㄝ　ㄓ　ㄙㄠ,,,,,非主條成語
3731,隔靴抓癢,ㄍㄜˊ　ㄒㄩㄝ　ㄓㄨㄚ　ㄧㄤˇ,,,,,非主條成語
3732,鳴鐘列鼎,ㄇㄧㄥˊ　ㄓㄨㄥ　ㄌㄧㄝˋ　ㄉㄧㄥˇ,,,,,非主條成語
3733,肝膽相見,ㄍㄢ　ㄉㄢˇ　ㄒㄧㄤ　ㄐㄧㄢˋ,,,,,非主條成語
3734,厭勞喜逸,ㄧㄢˋ　ㄌㄠˊ　ㄒㄧˇ　ㄧˋ,,,,,非主條成語
3735,葉歸根,ㄧㄝˋ　ㄍㄨㄟ　ㄍㄣ,,,,,非主條成語
3736,噀血噴人,ㄒㄩㄣˋ　ㄒㄧㄝˇ　ㄆㄣ　ㄖㄣˊ,,,,,非主條成語
3737,既往不追,ㄐㄧˋ　ㄨㄤˇ　ㄅㄨˋ　ㄓㄨㄟ,,,,,非主條成語
3738,匡亂反正,ㄎㄨㄤ　ㄌㄨㄢˋ　ㄈㄢˇ　ㄓㄥˋ,,,,,非主條成語
3739,匿病不醫,ㄋㄧˋ　ㄅㄧㄥˋ　ㄅㄨˋ　ㄧ,,,,,非主條成語
3740,匪懈夙宵,ㄈㄟˇ　ㄒㄧㄝˋ　ㄙㄨˋ　ㄒㄧㄠ,,,,,非主條成語
3741,巨猾老奸,ㄐㄩˋ　ㄏㄨㄚˊ　ㄌㄠˇ　ㄐㄧㄢ,,,,,非主條成語
3742,兵連眾結,ㄅㄧㄥ　ㄌㄧㄢˊ　ㄓㄨㄥˋ　ㄐㄧㄝˊ,,,,,非主條成語
3743,吹波助瀾,ㄔㄨㄟ　ㄅㄛ　ㄓㄨˋ　ㄌㄢˊ,,,,,非主條成語
3744,樂終而悲,ㄌㄜˋ　ㄓㄨㄥ　ㄦˊ　ㄅㄟ,,,,,非主條成語
3745,附勢趨權,ㄈㄨˋ　ㄕˋ　ㄑㄩ　ㄑㄩㄢˊ,,,,,非主條成語
3746,後起之英,ㄏㄡˋ　ㄑㄧˇ　ㄓ　ㄧㄥ,,,,,非主條成語
3747,兵厲馬秣,ㄅㄧㄥ　ㄌㄧˋ　ㄇㄚˇ　ㄇㄛˋ,,,,,非主條成語
3748,兵火連天,ㄅㄧㄥ　ㄏㄨㄛˇ　ㄌㄧㄢˊ　ㄊㄧㄢ,,,,,非主條成語
3749,隋珠暗投,ㄙㄨㄟˊ　ㄓㄨ　ㄢˋ　ㄊㄡˊ,,,,,非主條成語
3750,隨症用藥,ㄙㄨㄟˊ　ㄓㄥˋ　ㄩㄥˋ　ㄧㄠˋ,,,,,非主條成語
3751,隨寓隨安,ㄙㄨㄟˊ　ㄩˋ　ㄙㄨㄟˊ　ㄢ,,,,,非主條成語
3752,願拜下風,ㄩㄢˋ　ㄅㄞˋ　ㄒㄧㄚˋ　ㄈㄥ,,,,,非主條成語
3753,反正撥亂,ㄈㄢˇ　ㄓㄥˋ　ㄅㄛ　ㄌㄨㄢˋ,,,,,非主條成語
3754,後進之秀,ㄏㄡˋ　ㄐㄧㄣˋ　ㄓ　ㄒㄧㄡˋ,,,,,非主條成語
3755,反死回生,ㄈㄢˇ　ㄙˇ　ㄏㄨㄟˊ　ㄕㄥ,,,,,非主條成語
3756,後起之勁,ㄏㄡˋ　ㄑㄧˇ　ㄓ　ㄐㄧㄥˋ,,,,,非主條成語
3757,隨機制變,ㄙㄨㄟˊ　ㄐㄧ　ㄓˋ　ㄅㄧㄢˋ,,,,,非主條成語
3758,反老為少,ㄈㄢˇ　ㄌㄠˇ　ㄨㄟˊ　ㄕㄠˋ,,,,,非主條成語
3759,肘捉衿見,ㄓㄡˇ　ㄓㄨㄛ　ㄐㄧㄣ　ㄒㄧㄢˋ,,,,,非主條成語
3760,附翼攀鱗,ㄈㄨˋ　ㄧˋ　ㄆㄢ　ㄌㄧㄣˊ,,,,,非主條成語
3761,附和隨聲,ㄈㄨˋ　ㄏㄜˋ　ㄙㄨㄟˊ　ㄕㄥ,,,,,非主條成語
3762,陽奉陰忮,ㄧㄤˊ　ㄈㄥˋ　ㄧㄣ　ㄓˋ,,,,,非主條成語
3763,隨風而靡,ㄙㄨㄟˊ　ㄈㄥ　ㄦˊ　ㄇㄧˇ,,,,,非主條成語
3764,膽氣凌雲,ㄉㄢˇ　ㄑㄧˋ　ㄌㄧㄥˊ　ㄩㄣˊ,,,,,非主條成語
3765,膽氣橫秋,ㄉㄢˇ　ㄑㄧˋ　ㄏㄥˊ　ㄑㄧㄡ,,,,,非主條成語
3766,膽喪心驚,ㄉㄢˇ　ㄙㄤˋ　ㄒㄧㄣ　ㄐㄧㄥ,,,,,非主條成語
3767,膽戰魂驚,ㄉㄢˇ　ㄓㄢˋ　ㄏㄨㄣˊ　ㄐㄧㄥ,,,,,非主條成語
3768,幾無僅有,ㄐㄧ　ㄨˊ　ㄐㄧㄣˇ　ㄧㄡˇ,,,,,非主條成語
3769,反邪就正,ㄈㄢˇ　ㄒㄧㄝˊ　ㄐㄧㄡˋ　ㄓㄥˋ,,,,,非主條成語
3770,風雨調順,ㄈㄥ　ㄩˇ　ㄊㄧㄠˊ　ㄕㄨㄣˋ,,,,,非主條成語
3771,反脣相攻,ㄈㄢˇ　ㄔㄨㄣˊ　ㄒㄧㄤ　ㄍㄨㄥ,,,,,非主條成語
3772,隨波同流,ㄙㄨㄟˊ　ㄅㄛ　ㄊㄨㄥˊ　ㄌㄧㄡˊ,,,,,非主條成語
3773,風馳電擊,ㄈㄥ　ㄔˊ　ㄉㄧㄢˋ　ㄐㄧˊ,,,,,非主條成語
3774,風休浪靜,ㄈㄥ　ㄒㄧㄡ　ㄌㄤˋ　ㄐㄧㄥˋ,,,,,非主條成語
3775,風雨滿城,ㄈㄥ　ㄩˇ　ㄇㄢˇ　ㄔㄥˊ,,,,,非主條成語
3776,隨聲趨和,ㄙㄨㄟˊ　ㄕㄥ　ㄑㄩ　ㄏㄜˋ,,,,,非主條成語
3777,風飛雷厲,ㄈㄥ　ㄈㄟ　ㄌㄟˊ　ㄌㄧˋ,,,,,非主條成語
3778,風馳電赴,ㄈㄥ　ㄔˊ　ㄉㄧㄢˋ　ㄈㄨˋ,,,,,非主條成語
3779,隨聲響和,ㄙㄨㄟˊ　ㄕㄥ　ㄒㄧㄤˇ　ㄏㄜˋ,,,,,非主條成語
3780,風馳電邁,ㄈㄥ　ㄔˊ　ㄉㄧㄢˋ　ㄇㄞˋ,,,,,非主條成語
3781,風馳電掩,ㄈㄥ　ㄔˊ　ㄉㄧㄢˋ　ㄧㄢˇ,,,,,非主條成語
3782,風過耳,ㄈㄥ　ㄍㄨㄛˋ　ㄦˇ,,,,,非主條成語
3783,隨勢應變,ㄙㄨㄟˊ　ㄕˋ　ㄧㄥˋ　ㄅㄧㄢˋ,,,,,非主條成語
3784,風調雨節,ㄈㄥ　ㄊㄧㄠˊ　ㄩˇ　ㄐㄧㄝˊ,,,,,非主條成語
3785,風吹過耳,ㄈㄥ　ㄔㄨㄟ　ㄍㄨㄛˋ　ㄦˇ,,,,,非主條成語
3786,隨人步趨,ㄙㄨㄟˊ　ㄖㄣˊ　ㄅㄨˋ　ㄑㄩ,,,,,非主條成語
3787,風驚草動,ㄈㄥ　ㄐㄧㄥ　ㄘㄠˇ　ㄉㄨㄥˋ,,,,,非主條成語
3788,風光霽月,ㄈㄥ　ㄍㄨㄤ　ㄐㄧˋ　ㄩㄝˋ,,,,,非主條成語
3789,所向摧靡,ㄙㄨㄛˇ　ㄒㄧㄤˋ　ㄘㄨㄟ　ㄇㄧˇ,,,,,非主條成語
3790,鳳毛麟甲,ㄈㄥˋ　ㄇㄠˊ　ㄌㄧㄣˊ　ㄐㄧㄚˇ,,,,,非主條成語
3791,所向皆靡,ㄙㄨㄛˇ　ㄒㄧㄤˋ　ㄐㄧㄝ　ㄇㄧˇ,,,,,非主條成語
3792,見異而遷,ㄐㄧㄢˋ　ㄧˋ　ㄦˊ　ㄑㄧㄢ,,,,,非主條成語
3793,見義勇發,ㄐㄧㄢˋ　ㄧˋ　ㄩㄥˇ　ㄈㄚ,,,,,非主條成語
3794,見義勇往,ㄐㄧㄢˋ　ㄧˋ　ㄩㄥˇ　ㄨㄤˇ,,,,,非主條成語
3795,見利忘害,ㄐㄧㄢˋ　ㄌㄧˋ　ㄨㄤˋ　ㄏㄞˋ,,,,,非主條成語
3796,見義敢為,ㄐㄧㄢˋ　ㄧˋ　ㄍㄢˇ　ㄨㄟˊ,,,,,非主條成語
3797,反老成童,ㄈㄢˇ　ㄌㄠˇ　ㄔㄥˊ　ㄊㄨㄥˊ,,,,,非主條成語
3798,見少怪多,ㄐㄧㄢˋ　ㄕㄠˇ　ㄍㄨㄞˋ　ㄉㄨㄛ,,,,,非主條成語
3799,見義喜為,ㄐㄧㄢˋ　ㄧˋ　ㄒㄧˇ　ㄨㄟˊ,,,,,非主條成語
3800,肺肝相照,ㄈㄟˋ　ㄍㄢ　ㄒㄧㄤ　ㄓㄠˋ,,,,,非主條成語
3801,反求諸身,ㄈㄢˇ　ㄑㄧㄡˊ　ㄓㄨ　ㄕㄣ,,,,,非主條成語
3802,展卷有益,ㄓㄢˇ　ㄐㄩㄢˋ　ㄧㄡˇ　ㄧˋ,,,,,非主條成語
3803,隱名埋姓,ㄧㄣˇ　ㄇㄧㄥˊ　ㄇㄞˊ　ㄒㄧㄥˋ,,,,,非主條成語
3804,隱惡揚美,ㄧㄣˇ　ㄜˋ　ㄧㄤˊ　ㄇㄟˇ,,,,,非主條成語
3805,隱躍紙上,ㄧㄣˇ　ㄩㄝˋ　ㄓˇ　ㄕㄤˋ,,,,,非主條成語
3806,同歸一燼,ㄊㄨㄥˊ　ㄍㄨㄟ　ㄧ　ㄐㄧㄣˋ　（變）　ㄊㄨㄥˊ　ㄍㄨㄟ　ㄧˊ　ㄐㄧㄣˋ,,,,,非主條成語
3807,同聲附和,ㄊㄨㄥˊ　ㄕㄥ　ㄈㄨˋ　ㄏㄜˋ,,,,,非主條成語
3808,屈指而數,ㄑㄩ　ㄓˇ　ㄦˊ　ㄕㄨˇ,,,,,非主條成語
3809,盡所欲言,ㄐㄧㄣˋ　ㄙㄨㄛˇ　ㄩˋ　ㄧㄢˊ,,,,,非主條成語
3810,鵬霄萬里,ㄆㄥˊ　ㄒㄧㄠ　ㄨㄢˋ　ㄌㄧˇ,,,,,非主條成語
3811,同休等戚,ㄊㄨㄥˊ　ㄒㄧㄡ　ㄉㄥˇ　ㄑㄧ,,,,,非主條成語
3812,同工異巧,ㄊㄨㄥˊ　ㄍㄨㄥ　ㄧˋ　ㄑㄧㄠˇ,,,,,非主條成語
3813,骨如柴,ㄍㄨˇ　ㄖㄨˊ　ㄔㄞˊ,,,,,非主條成語
3814,居為奇貨,ㄐㄩ　ㄨㄟˊ　ㄑㄧˊ　ㄏㄨㄛˋ,,,,,非主條成語
3815,居逸思危,ㄐㄩ　ㄧˋ　ㄙ　ㄨㄟˊ,,,,,非主條成語
3816,丹心耿耿,ㄉㄢ　ㄒㄧㄣ　ㄍㄥˇ　ㄍㄥˇ,,,,,非主條成語
3817,民望所歸,ㄇㄧㄣˊ　ㄨㄤˋ　ㄙㄨㄛˇ　ㄍㄨㄟ,,,,,非主條成語
3818,眉飛目舞,ㄇㄟˊ　ㄈㄟ　ㄇㄨˋ　ㄨˇ,,,,,非主條成語
3819,貫通融會,ㄍㄨㄢˋ　ㄊㄨㄥ　ㄖㄨㄥˊ　ㄏㄨㄟˋ,,,,,非主條成語
3820,腹劍舌糖,ㄈㄨˋ　ㄐㄧㄢˋ　ㄕㄜˊ　ㄊㄤˊ,,,,,非主條成語
3821,腹劍口蜜,ㄈㄨˋ　ㄐㄧㄢˋ　ㄎㄡˇ　ㄇㄧˋ,,,,,非主條成語
3822,除患未然,ㄔㄨˊ　ㄏㄨㄢˋ　ㄨㄟˋ　ㄖㄢˊ,,,,,非主條成語
3823,膾炙一時,ㄎㄨㄞˋ　ㄓˋ　ㄧ　ㄕˊ　（變）　ㄎㄨㄞˋ　ㄓˋ　ㄧˋ　ㄕˊ,,,,,非主條成語
3824,膾炙天下,ㄎㄨㄞˋ　ㄓˋ　ㄊㄧㄢ　ㄒㄧㄚˋ,,,,,非主條成語
3825,膾炙海內,ㄎㄨㄞˋ　ㄓˋ　ㄏㄞˇ　ㄋㄟˋ,,,,,非主條成語
3826,腹無點墨,ㄈㄨˋ　ㄨˊ　ㄉㄧㄢˇ　ㄇㄛˋ,,,,,非主條成語
3827,騰踏飛黃,ㄊㄥˊ　ㄊㄚˋ　ㄈㄟ　ㄏㄨㄤˊ,,,,,非主條成語
3828,腹心相照,ㄈㄨˋ　ㄒㄧㄣ　ㄒㄧㄤ　ㄓㄠˋ,,,,,非主條成語
3829,腹載五車,ㄈㄨˋ　ㄗㄞˋ　ㄨˇ　ㄐㄩ,,,,,非主條成語
3830,隙過白駒,ㄒㄧˋ　ㄍㄨㄛˋ　ㄅㄞˊ　ㄐㄩ,,,,,非主條成語
3831,同歸盡,ㄊㄨㄥˊ　ㄍㄨㄟ　ㄐㄧㄣˋ,,,,,非主條成語
3832,腳忙手亂,ㄐㄧㄠˇ　ㄇㄤˊ　ㄕㄡˇ　ㄌㄨㄢˋ,,,,,非主條成語
3833,八拜至交,ㄅㄚ　ㄅㄞˋ　ㄓˋ　ㄐㄧㄠ,,,,,非主條成語
3834,八拜定交,ㄅㄚ　ㄅㄞˋ　ㄉㄧㄥˋ　ㄐㄧㄠ,,,,,非主條成語
3835,八窗玲瓏,ㄅㄚ　ㄔㄨㄤ　ㄌㄧㄥˊ　ㄌㄨㄥˊ,,,,,非主條成語
3836,八達四通,ㄅㄚ　ㄉㄚˊ　ㄙˋ　ㄊㄨㄥ,,,,,非主條成語
3837,臉紅耳赤,ㄌㄧㄢˇ　ㄏㄨㄥˊ　ㄦˇ　ㄔˋ,,,,,非主條成語
3838,人望所歸,ㄖㄣˊ　ㄨㄤˋ　ㄙㄨㄛˇ　ㄍㄨㄟ,,,,,非主條成語
3839,人強勝天,ㄖㄣˊ　ㄑㄧㄤˊ　ㄕㄥˋ　ㄊㄧㄢ,,,,,非主條成語
3840,同病相矜,ㄊㄨㄥˊ　ㄅㄧㄥˋ　ㄒㄧㄤ　ㄐㄧㄣ,,,,,非主條成語
3841,鼠心狼肺,ㄕㄨˇ　ㄒㄧㄣ　ㄌㄤˊ　ㄈㄟˋ,,,,,非主條成語
3842,人海人山,ㄖㄣˊ　ㄏㄞˇ　ㄖㄣˊ　ㄕㄢ,,,,,非主條成語
3843,氣息厭厭,ㄑㄧˋ　ㄒㄧˊ　ㄧㄢ　ㄧㄢ,,,,,非主條成語
3844,氣和心平,ㄑㄧˋ　ㄏㄜˊ　ㄒㄧㄣ　ㄆㄧㄥˊ,,,,,非主條成語
3845,入死出生,ㄖㄨˋ　ㄙˇ　ㄔㄨ　ㄕㄥ,,,,,非主條成語
3846,同歸於亡,ㄊㄨㄥˊ　ㄍㄨㄟ　ㄩˊ　ㄨㄤˊ,,,,,非主條成語
3847,入虎穴得虎子,ㄖㄨˋ　ㄏㄨˇ　ㄒㄩㄝˋ　ㄉㄜˊ　ㄏㄨˇ　ㄗˇ,,,,,非主條成語
3848,用管闚天,ㄩㄥˋ　ㄍㄨㄢˇ　ㄎㄨㄟ　ㄊㄧㄢ,,,,,非主條成語
3849,氣概凌雲,ㄑㄧˋ　ㄍㄞˋ　ㄌㄧㄥˊ　ㄩㄣˊ,,,,,非主條成語
3850,入石三分,ㄖㄨˋ　ㄕˊ　ㄙㄢ　ㄈㄣ,,,,,非主條成語
3851,氣合情投,ㄑㄧˋ　ㄏㄜˊ　ㄑㄧㄥˊ　ㄊㄡˊ,,,,,非主條成語
3852,氣憤填膺,ㄑㄧˋ　ㄈㄣˋ　ㄊㄧㄢˊ　ㄧㄥ,,,,,非主條成語
3853,前功盡廢,ㄑㄧㄢˊ　ㄍㄨㄥ　ㄐㄧㄣˋ　ㄈㄟˋ,,,,,非主條成語
3854,前勞盡棄,ㄑㄧㄢˊ　ㄌㄠˊ　ㄐㄧㄣˋ　ㄑㄧˋ,,,,,非主條成語
3855,金銷眾口,ㄐㄧㄣ　ㄒㄧㄠ　ㄓㄨㄥˋ　ㄎㄡˇ,,,,,非主條成語
3856,分崩蕩析,ㄈㄣ　ㄅㄥ　ㄉㄤˋ　ㄒㄧ,,,,,非主條成語
3857,前事不忘，後事之戒,ㄑㄧㄢˊ　ㄕˋ　ㄅㄨˋ　ㄨㄤˋ　ㄏㄡˋ　ㄕˋ　ㄓ　ㄐㄧㄝˋ　（變）　ㄑㄧㄢˊ　ㄕˋ　ㄅㄨˊ　ㄨㄤˋ　ㄏㄡˋ　ㄕˋ　ㄓ　ㄐㄧㄝˋ,,,,,非主條成語
3858,前瞻後慮,ㄑㄧㄢˊ　ㄓㄢ　ㄏㄡˋ　ㄌㄩˋ,,,,,非主條成語
3859,金迷粉醉,ㄐㄧㄣ　ㄇㄧˊ　ㄈㄣˇ　ㄗㄨㄟˋ,,,,,非主條成語
3860,前事不忘，後代之元龜,ㄑㄧㄢˊ　ㄕˋ　ㄅㄨˋ　ㄨㄤˋ　ㄏㄡˋ　ㄉㄞˋ　ㄓ　ㄩㄢˊ　ㄍㄨㄟ　（變）　ㄑㄧㄢˊ　ㄕˋ　ㄅㄨˊ　ㄨㄤˋ　ㄏㄡˋ　ㄉㄞˋ　ㄓ　ㄩㄢˊ　ㄍㄨㄟ,,,,,非主條成語
3861,前事之師,ㄑㄧㄢˊ　ㄕˋ　ㄓ　ㄕ,,,,,非主條成語
3862,舞弄文墨,ㄨˇ　ㄋㄨㄥˋ　ㄨㄣˊ　ㄇㄛˋ,,,,,非主條成語
3863,禽獸衣冠,ㄑㄧㄣˊ　ㄕㄡˋ　ㄧ　ㄍㄨㄢ,,,,,非主條成語
3864,羞共戴天,ㄒㄧㄡ　ㄍㄨㄥˋ　ㄉㄞˋ　ㄊㄧㄢ,,,,,非主條成語
3865,復為故態,ㄈㄨˋ　ㄨㄟˊ　ㄍㄨˋ　ㄊㄞˋ,,,,,非主條成語
3866,分路揚鑣,ㄈㄣ　ㄌㄨˋ　ㄧㄤˊ　ㄅㄧㄠ,,,,,非主條成語
3867,舞文巧法,ㄨˇ　ㄨㄣˊ　ㄑㄧㄠˇ　ㄈㄚˇ,,,,,非主條成語
3868,令色巧言,ㄌㄧㄥˋ　ㄙㄜˋ　ㄑㄧㄠˇ　ㄧㄢˊ,,,,,非主條成語
3869,拿班作勢,ㄋㄚˊ　ㄅㄢ　ㄗㄨㄛˋ　ㄕˋ,,,,,非主條成語
3870,善誘循循,ㄕㄢˋ　ㄧㄡˋ　ㄒㄩㄣˊ　ㄒㄩㄣˊ,,,,,非主條成語
3871,差強意,ㄔㄚ　ㄑㄧㄤˊ　ㄧˋ,,,,,非主條成語
3872,舞文玩法,ㄨˇ　ㄨㄣˊ　ㄨㄢˊ　ㄈㄚˇ,,,,,非主條成語
3873,舍生取誼,ㄕㄜˇ　ㄕㄥ　ㄑㄩˇ　ㄧˋ,,,,,非主條成語
3874,含糊兩可,ㄏㄢˊ　ㄏㄨˊ　ㄌㄧㄤˇ　ㄎㄜˇ,,,,,非主條成語
3875,舍本理末,ㄕㄜˇ　ㄅㄣˇ　ㄌㄧˇ　ㄇㄛˋ,,,,,非主條成語
3876,首屈指,ㄕㄡˇ　ㄑㄩ　ㄓˇ,,,,,非主條成語
3877,舍本務末,ㄕㄜˇ　ㄅㄣˇ　ㄨˋ　ㄇㄛˋ,,,,,非主條成語
3878,舍本即末,ㄕㄜˇ　ㄅㄣˇ　ㄐㄧˊ　ㄇㄛˋ,,,,,非主條成語
3879,首為屈指,ㄕㄡˇ　ㄨㄟˊ　ㄑㄩ　ㄓˇ,,,,,非主條成語
3880,命面提耳,ㄇㄧㄥˋ　ㄇㄧㄢˋ　ㄊㄧˊ　ㄦˇ,,,,,非主條成語
3881,乞憐搖尾,ㄑㄧˇ　ㄌㄧㄢˊ　ㄧㄠˊ　ㄨㄟˇ,,,,,非主條成語
3882,鏡像水月,ㄐㄧㄥˋ　ㄒㄧㄤˋ　ㄕㄨㄟˇ　ㄩㄝˋ,,,,,非主條成語
3883,復見天日,ㄈㄨˋ　ㄐㄧㄢˋ　ㄊㄧㄢ　ㄖˋ,,,,,非主條成語
3884,每變愈下,ㄇㄟˇ　ㄅㄧㄢˋ　ㄩˋ　ㄒㄧㄚˋ,,,,,非主條成語
3885,並驅齊駕,ㄅㄧㄥˋ　ㄑㄩ　ㄑㄧˊ　ㄐㄧㄚˋ,,,,,非主條成語
3886,食生不化,ㄕˊ　ㄕㄥ　ㄅㄨˋ　ㄏㄨㄚˋ　（變）　ㄕˊ　ㄕㄥ　ㄅㄨˊ　ㄏㄨㄚˋ,,,,,非主條成語
3887,食浮於人,ㄕˊ　ㄈㄨˊ　ㄩˊ　ㄖㄣˊ,,,,,非主條成語
3888,每下愈篤,ㄇㄟˇ　ㄒㄧㄚˋ　ㄩˋ　ㄉㄨˇ,,,,,非主條成語
3889,貪高務遠,ㄊㄢ　ㄍㄠ　ㄨˋ　ㄩㄢˇ,,,,,非主條成語
3890,羞澀囊空,ㄒㄧㄡ　ㄙㄜˋ　ㄋㄤˊ　ㄎㄨㄥ,,,,,非主條成語
3891,美不勝錄,ㄇㄟˇ　ㄅㄨˋ　ㄕㄥ　ㄌㄨˋ,,,,,非主條成語
3892,矯枉過甚,ㄐㄧㄠˇ　ㄨㄤˇ　ㄍㄨㄛˋ　ㄕㄣˋ,,,,,非主條成語
3893,矯枉過當,ㄐㄧㄠˇ　ㄨㄤˇ　ㄍㄨㄛˋ　ㄉㄤˋ,,,,,非主條成語
3894,鑠金眾口,ㄕㄨㄛˋ　ㄐㄧㄣ　ㄓㄨㄥˋ　ㄎㄡˇ,,,,,非主條成語
3895,美事多磨,ㄇㄟˇ　ㄕˋ　ㄉㄨㄛ　ㄇㄛˊ,,,,,非主條成語
3896,錦簇花團,ㄐㄧㄣˇ　ㄘㄨˋ　ㄏㄨㄚ　ㄊㄨㄢˊ,,,,,非主條成語
3897,知新溫故,ㄓ　ㄒㄧㄣ　ㄨㄣ　ㄍㄨˋ,,,,,非主條成語
3898,知而故犯,ㄓ　ㄦˊ　ㄍㄨˋ　ㄈㄢˋ,,,,,非主條成語
3899,針鋒相投,ㄓㄣ　ㄈㄥ　ㄒㄧㄤ　ㄊㄡˊ,,,,,非主條成語
3900,銖銖較量,ㄓㄨ　ㄓㄨ　ㄐㄧㄠˋ　ㄌㄧㄤˋ,,,,,非主條成語
3901,智昏菽麥,ㄓˋ　ㄏㄨㄣ　ㄕㄨˊ　ㄇㄞˋ,,,,,非主條成語
3902,錦上鋪花,ㄐㄧㄣˇ　ㄕㄤˋ　ㄆㄨ　ㄏㄨㄚ,,,,,非主條成語
3903,鐵石心肝,ㄊㄧㄝˇ　ㄕˊ　ㄒㄧㄣ　ㄍㄢ,,,,,非主條成語
3904,鄰國之壑,ㄌㄧㄣˊ　ㄍㄨㄛˊ　ㄓ　ㄏㄨㄛˋ,,,,,非主條成語
3905,鐵石之心,ㄊㄧㄝˇ　ㄕˊ　ㄓ　ㄒㄧㄣ,,,,,非主條成語
3906,欲速反遲,ㄩˋ　ㄙㄨˋ　ㄈㄢˇ　ㄔˊ,,,,,非主條成語
3907,欲逸惡勞,ㄩˋ　ㄧˋ　ㄨˋ　ㄌㄠˊ,,,,,非主條成語
3908,眾口金鑠,ㄓㄨㄥˋ　ㄎㄡˇ　ㄐㄧㄣ　ㄕㄨㄛˋ,,,,,非主條成語
3909,欲蓋彌著,ㄩˋ　ㄍㄞˋ　ㄇㄧˊ　ㄓㄨˋ,,,,,非主條成語
3910,智以利昏,ㄓˋ　ㄧˇ　ㄌㄧˋ　ㄏㄨㄣ,,,,,非主條成語
